"id","consumo_kwh","temp_med","ingreso_log","area_m2","ingreso_real"
1,63.1807309354548,20.9459196750518,8.94892567756188,83.643851661724,7509.75750031303
2,62.5822614400068,22.1907945310513,7.61826933058063,113.129983929592,2034.89521293897
3,59.2733546734094,26.6143114641577,8.42475570248484,88.053728151628,4979.85630260591
4,57.4137650821429,25.5412173148845,7.51382811703519,104.081664104652,1960.13150873849
5,59.9335249614046,22.8522018279593,7.38552965975216,85.0945910253239,1633.83955533158
6,66.9208520328648,21.0026342346213,8.76172866787152,106.701804128911,6234.76231003106
7,68.7118146063769,21.5283710593798,9.07797447082688,133.898475363909,8644.30736297031
8,57.6129546401371,23.7341448742087,6.62735028292969,97.6428513068335,779.106354375666
9,67.5003581105647,20.6299498074689,8.65008731828073,121.28511406261,5534.74457794982
10,73.5741570381906,16.6850305616769,9.10694561598797,124.828051081292,8076.8773493858
11,58.5921998181774,25.5209709169609,6.84631868843051,124.617568623577,1005.11022360255
12,70.6672646470273,17.2077181613013,8.59586581814586,114.717305077614,4895.80778737963
13,53.1630411577083,28.4779222482977,7.29682629690353,93.8894337095228,1673.20984720822
14,66.643234765229,24.2683571813848,8.64864372663756,124.617270678673,5943.92669193287
15,63.6089096084923,19.5160064319338,7.62824703795443,101.609127639977,1948.23974600813
16,64.9527624018147,21.8397723904689,7.72567927231001,122.23426798075,2249.78312813056
17,55.4541505300702,24.0356250407729,7.29949778102609,80.2707065275807,1535.05987346847
18,57.76679210713,22.5312836308616,7.02515853913616,104.089466577242,1132.17811828034
19,60.1544695307353,22.1568764568388,7.48548294524747,110.781315283541,1780.65198035558
20,59.1249168389169,23.2524772475385,7.93032889844977,94.8877257096817,2839.81113259517
21,62.305057064953,21.4961593905854,7.3847666128735,108.850714288228,1588.9110456372
22,59.776399271025,26.0307990954995,7.87642571163758,103.814560688293,2844.53837908591
23,62.4752220825678,21.1131424563081,6.49873200135911,128.305322439242,650.088971934199
24,62.0020673183272,20.831387902852,7.87645342849901,92.8702694598382,2563.67119180661
25,63.2406116370207,21.012851016709,7.84098625168611,105.257193169675,2483.33490342324
26,59.1783198738994,23.7760719881018,7.47754782784332,102.693971575019,1824.72332273246
27,65.7485288677862,20.360938413811,8.2552495174328,93.6130731257268,3709.24143095281
28,65.7663856316396,20.5661736283315,8.4150275844819,108.833052722009,4369.769059883
29,67.5132854843951,22.6631948220441,9.09499348404438,121.212424775065,8994.52882758506
30,64.7887092032806,24.2123682661417,7.27413463736261,128.974239744784,1501.91521944543
31,66.1760810052228,20.9604688858802,8.74945559779147,117.270077590389,6153.51879178795
32,58.7521819663943,22.0535766222493,6.760454551936,96.8563720471854,860.609162781642
33,61.7689004816091,19.605681105395,7.24384077120332,104.314439584806,1328.84945612977
34,72.5071952386701,18.4119454361499,8.85911401124652,121.528406116438,6525.46375289222
35,58.1404056111712,21.8788539108215,6.53146002840107,93.1141506528181,682.083094287885
36,65.3807608342733,22.4392994384464,8.41338080938556,104.886610855202,4529.11203767839
37,60.5486292304087,27.349970398624,8.11609265978026,117.335715557357,3711.55591094374
38,58.1021646203628,27.3856062316168,7.90133892945733,110.296257566785,2996.3957749349
39,56.7428664544304,26.1314785565607,7.73973334456241,102.207903722504,2486.11691077448
40,65.374562866117,21.1168978283864,7.98472649844282,108.49471917324,2873.19186237898
41,70.6982563145826,14.6606377689734,8.14429393671459,117.003095421038,2962.00319956092
42,61.1863111446482,21.3848224063525,7.78227514694827,94.9587241943903,2359.21915798553
43,67.8087932643639,21.7306171571451,9.24727429421261,116.407799305589,10280.4675582149
44,63.9748206985744,26.5519072154528,9.30516595095147,117.613515461168,11995.8793007851
45,58.4865472124877,26.1992773080343,8.0721219890726,95.9951395894639,3471.08296590079
46,67.7937325686108,21.5272642108455,9.2539910906978,111.788017942799,10307.74422127
47,62.5486424161366,23.337693937635,8.67339330008579,102.723074769891,5980.5125966504
48,59.3904363177327,24.7075950102977,6.84011459396592,110.238488239619,982.775662695041
49,68.3343007908252,20.4325670824614,8.16061534167038,137.622542469074,3379.15536844191
50,64.0128284794967,23.7490287853223,8.56466652423297,106.587571962344,5408.68613026732
51,54.8843696333667,25.5656225476098,7.21843881372849,87.3172669827579,1459.52401965983
52,58.2747303811892,23.9698796257911,7.10004798283107,100.253279752528,1255.84000992662
53,58.2666936110306,23.9270877166202,7.79698222267922,99.2736538752865,2519.05311013565
54,67.3028012870944,19.6434463588583,7.66498362664491,128.342675270891,2026.30038071499
55,60.3416479639258,23.8050183717512,7.52082759937626,106.132029913619,1906.53426097009
56,54.2876867320958,26.5058815004569,6.91375300702201,88.1348871096988,1096.61673095074
57,68.8061204055636,19.2161940888103,8.89842652165457,108.432092282162,6897.15844615584
58,59.0690731164483,21.3055339358705,7.65521631344321,77.3608432549186,2074.42933403258
59,64.5685193747707,21.1457621335131,8.48101630376899,101.908279354175,4722.27488378863
60,66.6175297075855,18.7419876787099,7.52293906727732,107.043415620116,1726.57197403221
61,66.1465354288889,18.340374914804,8.12176891964537,97.3803328048807,3117.2011187883
62,69.4654563662531,21.4173795326114,9.09873050571925,115.737150541339,8806.03428175209
63,64.0281836040225,22.565509090797,8.46382738772608,102.637873255533,4775.49041559641
64,62.0376104151329,27.2148301328346,8.96975832388387,115.855923558784,8692.09533524994
65,65.5663224871254,22.8219275797454,9.37842970240607,105.559243776602,11979.8654086609
66,63.6404901524363,26.949517248047,9.21087966078836,116.868181351503,11003.6728189796
67,55.80655232684,28.4227821752502,7.59079033661637,98.4301202017206,2242.53087747405
68,66.1156748408102,23.9063980629256,8.57228874120153,127.316851633712,5467.25032053167
69,60.5563545067914,23.829455530267,6.86404300183896,123.284111671318,989.051591301819
70,68.3902113034536,17.7723065958414,7.78763032765793,116.890340665047,2206.561813318
71,71.3437200666733,15.4105296335316,8.1149064247921,126.974317773924,2919.68613186816
72,60.4051874095061,23.7301890410978,7.09695952331809,109.75844196408,1245.9800488696
73,56.1728561144991,27.6092628590987,8.11878760444117,92.7605702773172,3740.92147802335
74,66.0244081169229,23.090129450594,7.7576803167347,136.335549298732,2381.76547688965
75,68.1590273579794,15.8038549024545,7.521967339217,101.645745147895,1626.4562059201
76,66.6077407717428,16.9045994364394,8.04675259911877,99.8884504675327,2810.05397627905
77,64.8465078201007,18.1982452185781,8.03754279239829,107.978783259397,2857.27050635146
78,59.8277612001493,23.3885456173646,7.47457214132125,105.248475005276,1805.2555444245
79,118.500330908359,24.0909874449661,8.84824474006959,128.439275046352,7231.33446845631
80,60.024627422948,23.9480214391941,7.67719758618714,120.251842718754,2235.6167011378
81,58.6295691272317,27.0352883787439,8.05642660116988,112.099270167555,3474.64207147917
82,65.9578447538389,23.1088436133319,7.63519940634395,115.059702665556,2107.99104499327
83,65.3813957707063,20.4548767637296,8.10882474552205,111.428674293585,3210.03353699867
84,62.1497642447055,19.8747610307509,7.46206923085388,112.805359187074,1661.83689764417
85,65.7381952801406,18.7189691332237,8.33127464955103,106.333796957016,3872.93700863332
86,60.7420501256311,25.1799532657516,8.22904663265574,95.6108019327419,3978.89762355625
87,59.9421819318083,26.8978071384905,7.94125171217933,119.138199158934,3088.13379587297
88,63.4406078913958,20.9357330669484,7.31391019794362,105.84359798516,1463.72413182368
89,55.631195469842,24.8718093249569,7.36050096800739,98.889353163804,1659.13479466694
90,57.3571226521991,26.0694461833375,7.4595053443426,107.793637518086,1876.20922577366
91,56.8464288311574,23.8466493483743,7.23675928083233,82.6828631732108,1436.27272391374
92,62.7076268367193,21.9786939059829,7.62504695383118,107.471105749591,2040.06146214491
93,61.2795974827868,24.537875484765,7.74182098598732,127.714263410924,2413.16122513937
94,60.8055525459582,24.2247466582981,7.83511239929919,118.538909589354,2632.58548232993
95,67.6149232823043,23.5754118165534,8.75133428412874,125.422227434382,6496.09758074942
96,63.3614878480802,20.435129620142,7.1310198239282,109.119687957887,1206.93190077173
97,57.9125423626871,25.5117930255627,7.5696335053178,94.4206307888069,2071.40779388554
98,65.9290632095866,22.1113686647831,7.85698498310735,132.055638748675,2579.43777973915
99,64.9317678960571,18.5933511801229,7.8550073115095,96.1168107104946,2399.43535054168
100,64.7553766169665,21.133796388568,7.70588535275809,124.88465699189,2174.76450362526
101,60.353531607657,18.6857074698829,7.17226590195353,90.6879760267219,1214.50811998582
102,68.0075735729227,20.2632816448901,8.72905133051425,130.484071620648,5945.74636563898
103,64.5249498717612,22.7982400621257,7.81786379839694,122.102860636458,2514.78598271117
104,65.2887637252663,21.2049200509743,7.09921120226463,111.641095675966,1187.28442931366
105,62.8848414992697,18.3078274787953,7.53612029509592,86.1747909822866,1734.35562830668
106,70.8849710561814,16.0417713108498,8.56112225381435,115.365682196093,4619.64001850419
107,71.3713086670808,15.9964495023672,8.7749844931427,112.53954053342,5716.01901759958
108,69.2993078364958,20.5502398534589,8.82179098864118,130.162311332721,6561.07780933823
109,68.2165771648837,19.9054981547088,8.37541374524941,111.879557544334,4144.91719910566
110,62.8730589825692,24.3284504410369,8.67904790616632,100.759307443093,6134.79105023154
111,59.7014408530225,24.2185105784462,7.53456738520498,101.553948825845,1948.96156649327
112,60.3025530904337,23.0010492888235,8.03976561379447,105.543822756191,3152.34210994441
113,62.0979001100686,22.4518336904799,8.14611442361638,100.273044036942,3467.76467804084
114,68.3726599427371,22.2881092277355,9.09765364001744,130.504791127347,8951.08656229204
115,63.0354802719763,23.2826386881161,8.02186138774568,111.156768050845,3113.89160993026
116,62.1958007069505,26.0753239391657,8.7969133247993,117.129247835905,7147.61623589253
117,58.6094166075983,18.7344911764062,6.8638970485294,85.6851625199272,893.102409858254
118,69.0565134838814,22.7228231827502,8.72152740925954,128.715753428633,6198.72097781286
119,64.8027821187772,21.5768424811769,7.97830072060949,121.49207808305,2881.17061235301
120,66.6791051941698,21.4660400872566,9.0818569840914,114.280942615949,8667.12289579532
121,58.4285809094128,20.9812578126666,6.47706815556631,111.522009920843,634.481223900764
122,67.2968713954011,18.0677457070073,8.5101290100943,98.9256576394466,4571.50754099692
123,66.5137255172225,22.7443201797691,8.29487316893026,121.662309184154,4047.57799571153
124,60.2225676505396,24.8675206249522,7.9603930087862,108.568016997033,3022.55507568758
125,65.8715032683718,21.8588844691722,7.91235761350417,119.656175828206,2712.56425439288
126,58.5924871463036,22.4411269095515,7.49109937649011,84.7845044870452,1800.89005670246
127,63.7183501783878,23.2476018342,8.01494517755233,111.065758259178,3090.26336351951
128,56.5496585833102,25.8807730700262,6.93943939393341,92.6936948701953,1111.17049450898
129,65.1378047109042,25.1080244101061,8.51391256204024,117.802516108832,5282.67265440401
130,64.8904028592379,21.3985290655218,8.16620619764791,112.08046348539,3464.38761630759
131,64.0810992299039,22.727495314678,7.9840394539429,111.900888008551,2965.21180267555
132,63.3727191460446,22.5015915469825,9.29740098942735,96.2096398010185,10976.8874821078
133,64.3056516244857,22.3606906599596,7.4191710109716,132.020513824363,1673.20998491559
134,64.7512492393257,25.8670809278519,8.54895793459792,114.688391536678,5554.77910435767
135,67.0950710527939,22.1010153831674,7.86159366771302,137.195456242188,2590.81650604866
136,57.1214349168603,29.108346213327,7.96680541224675,105.763188985199,3311.26880418847
137,72.5677415423637,10.4499011785394,8.38453765522987,91.233462524098,3462.16730865632
138,56.6115811425481,25.8463580090203,7.05486218963149,96.6866350070041,1246.26172910196
139,66.6485511325006,20.9149577106402,8.6774754099865,108.42096562134,5720.94309273373
140,68.7782864868091,20.5141309416449,8.82995432139986,119.326447886003,6610.0819005424
141,59.109139195261,22.257512329772,7.29978954480554,107.425251520065,1481.86124458477
142,61.2464550340179,22.7041188578588,7.71142650084534,108.189887932574,2256.6196917059
143,63.2877059741629,19.8148477103478,7.45965989757853,114.239553919839,1655.85245660266
144,55.483727059891,29.8758200050429,7.8213172895972,103.739577470753,2907.20690458532
145,65.8478556325281,18.1045369382998,7.99646794238242,104.789287852494,2737.15151094805
146,68.7625767944452,19.307900752417,8.49865346170283,118.707360601132,4632.84236147711
147,67.9227855962295,19.8219381771085,8.34379229047557,128.55779614543,4009.1937368447
148,67.9251347924421,23.4998887110611,9.16996170560536,125.933477970005,9858.34775198525
149,60.2046880126052,20.1977921109979,7.3399803826359,91.4226588064099,1480.3748441908
150,61.4393843857012,22.1621781259129,6.92260861969188,124.455957741138,1014.31274654899
151,60.4582581705167,23.0962433329508,7.04382893540437,104.697659526127,1166.62259805395
152,68.0906458060183,23.1561752621162,9.23314153579247,117.130367843524,10429.3520665555
153,65.8960128000451,17.6029254297645,7.87269811201022,90.6438134336906,2394.35940808805
154,59.7356562466691,22.3391722863158,7.90938626664448,84.0325221567725,2730.62034592964
155,63.4999157487048,22.4817095821942,8.39008491699551,100.986988898058,4428.57655315517
156,68.513113550345,22.0821431751599,9.27837043814264,134.064335402279,10679.9954296833
157,64.9982025348676,18.4439945957038,7.4591308929391,107.975693568279,1610.21850762161
158,59.1953603623987,23.0697912222847,7.0101179258931,98.368820705885,1127.35350430781
159,65.1965720276082,24.1805564433417,8.85876091917215,199.153908831955,3040.87218838505
160,58.3051250475694,25.6555216208927,7.04213572232737,108.122797270669,1225.81417845653
161,60.7712763843216,23.842147341714,7.9164595092009,105.522893121489,2833.92183573194
162,62.7685082508314,22.4045116226378,7.53882012449206,112.888815724851,1887.53068865448
163,63.7016459177545,22.4917628031706,7.97427527974701,104.999319414993,2922.58833506699
164,126.418706649746,23.9000040811046,7.79431016873592,107.789108222659,2510.97055652914
165,66.6226926426537,19.8826391475338,8.30787285249332,120.736554850792,3872.43976794788
